rede_id,sitzung_datum,sitzung_jahr,redner_fraktion,sentiment,sentiment.norm
ID194405400,2018-07-03,2018,FDP,-11,-0.018835616438356163
ID194406500,2018-07-03,2018,AfD,2,0.005115089514066497
ID194406900,2018-07-03,2018,AfD,3,0.005110732538330494
ID194407600,2018-07-03,2018,AfD,4,0.00796812749003984
ID194408200,2018-07-03,2018,SPD,11,0.017054263565891473
ID194409800,2018-07-03,2018,CDU/CSU,5,0.006868131868131868
ID194409900,2018-07-03,2018,BÜNDNIS 90/DIE GRÜNEN,2,0.005128205128205128
ID194500100,2018-07-04,2018,AfD,-21,-0.020076481835564052
ID194500200,2018-07-04,2018,NA,27,0.008514664143803218
ID194500300,2018-07-04,2018,FDP,12,0.005719733079122974
ID194502900,2018-07-04,2018,CDU/CSU,23,0.02330293819655522
ID194503500,2018-07-04,2018,AfD,-2,-0.0032258064516129032
ID194504700,2018-07-04,2018,CDU/CSU,-7,-0.007352941176470588
ID194504800,2018-07-04,2018,AfD,-6,-0.010327022375215147
ID194505100,2018-07-04,2018,SPD,7,0.007891770011273957
ID194507300,2018-07-04,2018,AfD,-5,-0.010752688172043012
ID194601200,2018-07-05,2018,BÜNDNIS 90/DIE GRÜNEN,-3,-0.009554140127388535
ID194607500,2018-07-05,2018,SPD,22,0.031073446327683617
ID194704600,2018-09-11,2018,AfD,-8,-0.015968063872255488
ID194706700,2018-09-11,2018,BÜNDNIS 90/DIE GRÜNEN,-10,-0.021321961620469083
ID194800600,2018-09-12,2018,FDP,-15,-0.007444168734491315
ID194801500,2018-09-12,2018,FDP,11,0.01510989010989011
ID194802100,2018-09-12,2018,NA,41,0.04104104104104104
ID194802200,2018-09-12,2018,AfD,8,0.024024024024024024
ID194806300,2018-09-12,2018,AfD,3,0.007009345794392523
ID194807700,2018-09-12,2018,CDU/CSU,18,0.02723146747352496
ID194902300,2018-09-13,2018,AfD,-16,-0.030131826741996232
ID194902700,2018-09-13,2018,BÜNDNIS 90/DIE GRÜNEN,-10,-0.01669449081803005
ID194903500,2018-09-13,2018,SPD,17,0.02773246329526917
ID194908300,2018-09-13,2018,AfD,-8,-0.011577424023154847
ID194908600,2018-09-13,2018,DIE LINKE,7,0.011023622047244094
ID194909000,2018-09-13,2018,CDU/CSU,25,0.037037037037037035
ID195001600,2018-09-14,2018,CDU/CSU,8,0.008918617614269788
ID195202100,2018-09-27,2018,BÜNDNIS 90/DIE GRÜNEN,-1,-0.0013568521031207597
ID195207700,2018-09-27,2018,CDU/CSU,27,0.053465346534653464
ID195209400,2018-09-27,2018,NA,17,0.027287319422150885
ID195210800,2018-09-27,2018,SPD,20,0.03164556962025317
ID195214800,2018-09-27,2018,DIE LINKE,5,0.02617801047120419
ID195216600,2018-09-27,2018,CDU/CSU,9,0.019522776572668113
ID195217200,2018-09-27,2018,DIE LINKE,-3,-0.011538461538461539
ID195301600,2018-09-28,2018,fraktionslos,2,0.005141388174807198
ID195304800,2018-09-28,2018,SPD,-13,-0.016352201257861635
ID195310100,2018-09-28,2018,CDU/CSU,-3,-0.005199306759098787
ID195406500,2018-10-10,2018,AfD,-7,-0.010385756676557863
ID195500800,2018-10-11,2018,AfD,-5,-0.010395010395010396
ID195507500,2018-10-11,2018,NA,19,0.027818448023426062
ID195507700,2018-10-11,2018,CDU/CSU,28,0.0449438202247191
ID195509300,2018-10-11,2018,AfD,4,0.006220839813374806
ID195509700,2018-10-11,2018,BÜNDNIS 90/DIE GRÜNEN,11,0.02186878727634195
ID195510300,2018-10-11,2018,AfD,-4,-0.008130081300813009
ID195510400,2018-10-11,2018,SPD,5,0.00984251968503937
ID195511000,2018-10-11,2018,CDU/CSU,-10,-0.019880715705765408
ID195511700,2018-10-11,2018,CDU/CSU,20,0.0447427293064877
ID195512900,2018-10-11,2018,SPD,5,0.00998003992015968
ID195514100,2018-10-11,2018,FDP,-1,-0.0019193857965451055
ID195515300,2018-10-11,2018,CDU/CSU,10,0.020491803278688523
ID195603300,2018-10-12,2018,NA,29,0.06118143459915612
ID195606400,2018-10-12,2018,CDU/CSU,-2,-0.002844950213371266
ID195702100,2018-10-17,2018,NA,13,0.022452504317789293
ID195702800,2018-10-17,2018,CDU/CSU,0,0
ID195800200,2018-10-18,2018,AfD,2,0.0038684719535783366
ID195801500,2018-10-18,2018,SPD,18,0.02107728337236534
ID195809000,2018-10-18,2018,FDP,-8,-0.017699115044247787
ID195809700,2018-10-18,2018,CDU/CSU,22,0.03313253012048193
ID195816000,2018-10-18,2018,BÜNDNIS 90/DIE GRÜNEN,2,0.0041753653444676405
ID195900100,2018-10-19,2018,NA,1,0.0013477088948787063
ID195900300,2018-10-19,2018,CDU/CSU,12,0.012987012987012988
ID195902900,2018-10-19,2018,SPD,12,0.010471204188481676
ID196001200,2018-11-07,2018,BÜNDNIS 90/DIE GRÜNEN,1,0.001838235294117647
ID196100400,2018-11-08,2018,FDP,8,0.010582010582010581
ID196103200,2018-11-08,2018,AfD,15,0.016375545851528384
ID196106600,2018-11-08,2018,AfD,14,0.024734982332155476
ID196109400,2018-11-08,2018,FDP,-4,-0.00975609756097561
ID196109500,2018-11-08,2018,DIE LINKE,-11,-0.02650602409638554
ID196113800,2018-11-08,2018,DIE LINKE,5,0.008445945945945946
ID196114900,2018-11-08,2018,BÜNDNIS 90/DIE GRÜNEN,2,0.0038684719535783366
ID196116200,2018-11-08,2018,AfD,8,0.012269938650306749
ID196203700,2018-11-09,2018,SPD,0,0
ID196203800,2018-11-09,2018,SPD,21,0.035
ID196300100,2018-11-20,2018,AfD,4,0.0035938903863432167
ID196302200,2018-11-20,2018,NA,34,0.03266090297790586
ID196302800,2018-11-20,2018,CDU/CSU,23,0.03146374829001368
ID196304000,2018-11-20,2018,AfD,1,0.0032258064516129032
ID196305000,2018-11-20,2018,CDU/CSU,-3,-0.0033370411568409346
ID196401000,2018-11-21,2018,FDP,5,0.00684931506849315
ID196401200,2018-11-21,2018,fraktionslos,1,0.0016722408026755853
ID196403100,2018-11-21,2018,BÜNDNIS 90/DIE GRÜNEN,8,0.0106951871657754
ID196406200,2018-11-21,2018,AfD,-5,-0.014534883720930232
ID196406900,2018-11-21,2018,AfD,-1,-0.003289473684210526
ID196407000,2018-11-21,2018,SPD,7,0.01032448377581121
ID196407400,2018-11-21,2018,CDU/CSU,25,0.028935185185185185
ID196501100,2018-11-22,2018,DIE LINKE,-2,-0.004338394793926247
ID196507100,2018-11-22,2018,CDU/CSU,7,0.011308562197092083
ID196507200,2018-11-22,2018,AfD,-6,-0.0065717415115005475
ID196507500,2018-11-22,2018,SPD,29,0.048252911813643926
ID196600800,2018-11-23,2018,BÜNDNIS 90/DIE GRÜNEN,5,0.006775067750677507
ID196602500,2018-11-23,2018,AfD,7,0.009510869565217392
ID196700500,2018-11-28,2018,DIE LINKE,4,0.00904977375565611
ID196701500,2018-11-28,2018,SPD,-4,-0.008968609865470852
ID196701800,2018-11-28,2018,BÜNDNIS 90/DIE GRÜNEN,-7,-0.014256619144602852
ID196711500,2018-11-28,2018,CDU/CSU,12,0.022684310018903593
ID196800100,2018-11-29,2018,NA,30,0.03177966101694915
ID196800400,2018-11-29,2018,FDP,10,0.01694915254237288
ID196813100,2018-11-29,2018,AfD,-4,-0.011764705882352941
ID196814900,2018-11-29,2018,BÜNDNIS 90/DIE GRÜNEN,12,0.027649769585253458
ID196818500,2018-11-29,2018,BÜNDNIS 90/DIE GRÜNEN,4,0.008281573498964804
ID196819200,2018-11-29,2018,BÜNDNIS 90/DIE GRÜNEN,15,0.036231884057971016
ID196900800,2018-11-30,2018,AfD,11,0.02071563088512241
ID196902300,2018-11-30,2018,DIE LINKE,2,0.002777777777777778
ID197100100,2018-12-13,2018,NA,21,0.025089605734767026
ID197105000,2018-12-13,2018,CDU/CSU,-4,-0.007326007326007326
ID197105400,2018-12-13,2018,BÜNDNIS 90/DIE GRÜNEN,-10,-0.015174506828528073
ID197106800,2018-12-13,2018,SPD,10,0.021739130434782608
ID197111100,2018-12-13,2018,AfD,-10,-0.019267822736030827
ID197111700,2018-12-13,2018,fraktionslos,4,0.013986013986013986
ID197113800,2018-12-13,2018,CDU/CSU,8,0.009962640099626401
ID197113900,2018-12-13,2018,AfD,-4,-0.0036101083032490976
ID197201500,2018-12-14,2018,AfD,2,0.0026845637583892616
ID197201800,2018-12-14,2018,BÜNDNIS 90/DIE GRÜNEN,8,0.012066365007541479
ID197202400,2018-12-14,2018,SPD,12,0.02058319039451115
ID197203200,2018-12-14,2018,BÜNDNIS 90/DIE GRÜNEN,5,0.006426735218508998
ID197205000,2018-12-14,2018,AfD,-12,-0.02459016393442623
ID197406800,2019-01-17,2019,DIE LINKE,8,0.015841584158415842
ID197410300,2019-01-17,2019,CDU/CSU,8,0.0097442143727162
ID197410400,2019-01-17,2019,AfD,3,0.004918032786885246
ID197414900,2019-01-17,2019,CDU/CSU,8,0.01199400299850075
ID197416400,2019-01-17,2019,CDU/CSU,22,0.035830618892508145
ID197503300,2019-01-18,2019,SPD,18,0.034482758620689655
ID197506100,2019-01-18,2019,BÜNDNIS 90/DIE GRÜNEN,4,0.009259259259259259
ID197700500,2019-01-31,2019,DIE LINKE,-12,-0.01485148514851485
ID197704000,2019-01-31,2019,fraktionslos,-1,-0.0024154589371980675
ID197704800,2019-01-31,2019,CDU/CSU,17,0.019450800915331808
ID197707700,2019-01-31,2019,fraktionslos,13,0.0436241610738255
ID197708000,2019-01-31,2019,CDU/CSU,-6,-0.010135135135135136
ID197710100,2019-01-31,2019,DIE LINKE,-1,-0.0024752475247524753
ID197712300,2019-01-31,2019,CDU/CSU,6,0.01107011070110701
ID197905300,2019-02-13,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID198009600,2019-02-14,2019,BÜNDNIS 90/DIE GRÜNEN,-3,-0.00351288056206089
ID198012100,2019-02-14,2019,SPD,14,0.027131782945736434
ID198012200,2019-02-14,2019,AfD,5,0.008680555555555556
ID198012300,2019-02-14,2019,CDU/CSU,4,0.007984031936127744
ID198013100,2019-02-14,2019,CDU/CSU,-6,-0.011560693641618497
ID198101600,2019-02-15,2019,AfD,-13,-0.02947845804988662
ID198106500,2019-02-15,2019,SPD,4,0.0087527352297593
ID198107700,2019-02-15,2019,CDU/CSU,2,0.0034129692832764505
ID198206000,2019-02-20,2019,SPD,5,0.00927643784786642
ID198206400,2019-02-20,2019,CDU/CSU,1,0.0014903129657228018
ID198301900,2019-02-21,2019,SPD,-7,-0.008363201911589008
ID198302200,2019-02-21,2019,DIE LINKE,1,0.0015290519877675841
ID198320000,2019-02-21,2019,DIE LINKE,-5,-0.018518518518518517
ID198320600,2019-02-21,2019,BÜNDNIS 90/DIE GRÜNEN,8,0.02040816326530612
ID198401400,2019-02-22,2019,BÜNDNIS 90/DIE GRÜNEN,2,0.0034482758620689655
ID198401900,2019-02-22,2019,BÜNDNIS 90/DIE GRÜNEN,4,0.00847457627118644
ID198402000,2019-02-22,2019,CDU/CSU,-2,-0.004
ID198402100,2019-02-22,2019,AfD,-7,-0.018229166666666668
ID198402300,2019-02-22,2019,FDP,5,0.015105740181268883
ID198402400,2019-02-22,2019,DIE LINKE,-6,-0.011538461538461539
ID198402500,2019-02-22,2019,CDU/CSU,0,0
ID198402600,2019-02-22,2019,SPD,4,0.009216589861751152
ID198402700,2019-02-22,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID198402800,2019-02-22,2019,CDU/CSU,-1,-0.0016863406408094434
ID198502000,2019-03-13,2019,DIE LINKE,1,0.009523809523809525
ID198600200,2019-03-14,2019,AfD,13,0.03194103194103194
ID198602300,2019-03-14,2019,AfD,11,0.02756892230576441
ID198605100,2019-03-14,2019,CDU/CSU,3,0.00819672131147541
ID198607900,2019-03-14,2019,DIE LINKE,-9,-0.018480492813141684
ID198612200,2019-03-14,2019,SPD,-14,-0.015384615384615385
ID198613400,2019-03-14,2019,CDU/CSU,14,0.028282828282828285
ID198614500,2019-03-14,2019,NA,11,0.039711191335740074
ID198700200,2019-03-15,2019,AfD,0,0
ID198700600,2019-03-15,2019,BÜNDNIS 90/DIE GRÜNEN,-4,-0.005772005772005772
ID198700800,2019-03-15,2019,AfD,-3,-0.0064794816414686825
ID198701200,2019-03-15,2019,CDU/CSU,4,0.0060882800608828
ID198701300,2019-03-15,2019,fraktionslos,2,0.005763688760806916
ID198701400,2019-03-15,2019,SPD,-1,-0.0017921146953405018
ID198702100,2019-03-15,2019,BÜNDNIS 90/DIE GRÜNEN,-7,-0.009681881051175657
ID198703000,2019-03-15,2019,AfD,-9,-0.014802631578947368
ID198703400,2019-03-15,2019,BÜNDNIS 90/DIE GRÜNEN,2,0.0032310177705977385
ID198705000,2019-03-15,2019,NA,11,0.024017467248908297
ID198902500,2019-03-21,2019,AfD,-7,-0.017994858611825194
ID198904100,2019-03-21,2019,BÜNDNIS 90/DIE GRÜNEN,-4,-0.019230769230769232
ID198905300,2019-03-21,2019,SPD,14,0.017114914425427872
ID198906300,2019-03-21,2019,SPD,11,0.02301255230125523
ID198917000,2019-03-21,2019,SPD,10,0.02506265664160401
ID199001100,2019-03-22,2019,AfD,-2,-0.00411522633744856
ID199002500,2019-03-22,2019,AfD,-1,-0.0013869625520110957
ID199005400,2019-03-22,2019,FDP,6,0.011650485436893204
ID199006200,2019-03-22,2019,AfD,-10,-0.01639344262295082
ID199006600,2019-03-22,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID199006800,2019-03-22,2019,CDU/CSU,1,9.66183574879227e-4
ID199203300,2019-04-04,2019,NA,23,0.025871766029246346
ID199206700,2019-04-04,2019,FDP,6,0.009884678747940691
ID199209500,2019-04-04,2019,BÜNDNIS 90/DIE GRÜNEN,-1,-0.0018450184501845018
ID199214000,2019-04-04,2019,CDU/CSU,5,0.00927643784786642
ID199217500,2019-04-04,2019,CDU/CSU,10,0.013793103448275862
ID199300700,2019-04-05,2019,CDU/CSU,44,0.0535279805352798
ID199301100,2019-04-05,2019,AfD,-2,-0.0035460992907801418
ID199302900,2019-04-05,2019,SPD,6,0.011834319526627219
ID199303200,2019-04-05,2019,CDU/CSU,6,0.01680672268907563
ID199304000,2019-04-05,2019,AfD,-3,-0.005964214711729622
ID199305900,2019-04-05,2019,CDU/CSU,19,0.034050179211469536
ID199306000,2019-04-05,2019,SPD,18,0.040632054176072234
ID199408600,2019-04-10,2019,DIE LINKE,1,0.0013831258644536654
ID199409500,2019-04-10,2019,SPD,26,0.03367875647668394
ID199500900,2019-04-11,2019,FDP,0,0
ID199503400,2019-04-11,2019,CDU/CSU,9,0.029315960912052116
ID199503700,2019-04-11,2019,AfD,-6,-0.006355932203389831
ID199508200,2019-04-11,2019,CDU/CSU,6,0.011650485436893204
ID199508900,2019-04-11,2019,AfD,6,0.010135135135135136
ID199510400,2019-04-11,2019,CDU/CSU,23,0.039586919104991396
ID199510700,2019-04-11,2019,AfD,1,0.002074688796680498
ID199512100,2019-04-11,2019,DIE LINKE,-5,-0.011933174224343675
ID199515700,2019-04-11,2019,SPD,3,0.0053285968028419185
ID199516900,2019-04-11,2019,AfD,-2,-0.004608294930875576
ID199519100,2019-04-11,2019,DIE LINKE,-1,-0.004694835680751174
ID199519700,2019-04-11,2019,CDU/CSU,11,0.020676691729323307
ID199601500,2019-04-12,2019,CDU/CSU,2,0.0031545741324921135
ID199602100,2019-04-12,2019,CDU/CSU,18,0.02556818181818182
ID199602700,2019-04-12,2019,AfD,7,0.01977401129943503
ID199603800,2019-04-12,2019,DIE LINKE,-13,-0.028953229398663696
ID199605600,2019-04-12,2019,FDP,5,0.010940919037199124
ID199606700,2019-04-12,2019,FDP,15,0.03694581280788178
ID199802400,2019-05-09,2019,CDU/CSU,6,0.007853403141361256
ID199802600,2019-05-09,2019,SPD,-1,-0.0010834236186348862
ID199803500,2019-05-09,2019,DIE LINKE,-5,-0.008532423208191127
ID199809100,2019-05-09,2019,CDU/CSU,9,0.014778325123152709
ID199813900,2019-05-09,2019,BÜNDNIS 90/DIE GRÜNEN,-22,-0.0502283105022831
ID199815500,2019-05-09,2019,SPD,-17,-0.019230769230769232
ID199816600,2019-05-09,2019,NA,3,0.007407407407407408
ID199819100,2019-05-09,2019,SPD,-4,-0.0111731843575419
ID199903100,2019-05-10,2019,CDU/CSU,-1,-0.0019646365422396855
ID1910007400,2019-05-15,2019,BÜNDNIS 90/DIE GRÜNEN,3,0.0375
ID1910101200,2019-05-16,2019,BÜNDNIS 90/DIE GRÜNEN,-1,-0.002976190476190476
ID1910106700,2019-05-16,2019,FDP,-5,-0.00859106529209622
ID1910107700,2019-05-16,2019,CDU/CSU,17,0.019165727170236752
ID1910109100,2019-05-16,2019,FDP,0,0
ID1910109400,2019-05-16,2019,SPD,19,0.030303030303030304
ID1910110400,2019-05-16,2019,BÜNDNIS 90/DIE GRÜNEN,3,0.005660377358490566
ID1910110600,2019-05-16,2019,AfD,8,0.014059753954305799
ID1910115000,2019-05-16,2019,AfD,11,0.03374233128834356
ID1910116900,2019-05-16,2019,SPD,5,0.010940919037199124
ID1910119400,2019-05-16,2019,DIE LINKE,3,0.008645533141210375
ID1910200100,2019-05-17,2019,CDU/CSU,0,0
ID1910202400,2019-05-17,2019,CDU/CSU,6,0.010889292196007259
ID1910209000,2019-05-17,2019,AfD,-1,-0.001893939393939394
ID1910209300,2019-05-17,2019,CDU/CSU,-4,-0.006968641114982578
ID1910209400,2019-05-17,2019,SPD,-4,-0.006369426751592357
ID1910403100,2019-06-06,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID1910408400,2019-06-06,2019,CDU/CSU,2,0.0035211267605633804
ID1910409800,2019-06-06,2019,AfD,9,0.014040561622464899
ID1910413500,2019-06-06,2019,AfD,6,0.00881057268722467
ID1910414600,2019-06-06,2019,AfD,1,0.0020491803278688526
ID1910418800,2019-06-06,2019,CDU/CSU,-7,-0.0048712595685455815
ID1910501500,2019-06-07,2019,SPD,-1,-0.0011402508551881414
ID1910505800,2019-06-07,2019,AfD,10,0.02197802197802198
ID1910509300,2019-06-07,2019,AfD,-8,-0.013201320132013201
ID1910509600,2019-06-07,2019,DIE LINKE,5,0.009107468123861567
ID1910600100,2019-06-26,2019,NA,5,0.010869565217391304
ID1910605900,2019-06-26,2019,NA,2,0.0273972602739726
ID1910611100,2019-06-26,2019,CDU/CSU,2,0.004914004914004914
ID1910702100,2019-06-27,2019,BÜNDNIS 90/DIE GRÜNEN,-6,-0.008344923504867872
ID1910703000,2019-06-27,2019,DIE LINKE,-7,-0.010248901903367497
ID1910714000,2019-06-27,2019,DIE LINKE,-6,-0.016172506738544475
ID1910715900,2019-06-27,2019,CDU/CSU,-4,-0.009111617312072893
ID1910716000,2019-06-27,2019,AfD,-9,-0.01576182136602452
ID1910716100,2019-06-27,2019,NA,-4,-0.011627906976744186
ID1910716900,2019-06-27,2019,AfD,-16,-0.049689440993788817
ID1910719700,2019-06-27,2019,CDU/CSU,5,0.006119951040391677
ID1910719800,2019-06-27,2019,CDU/CSU,-4,-0.008421052631578947
ID1910801900,2019-06-28,2019,AfD,-2,-0.004914004914004914
ID1910802200,2019-06-28,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID1910804100,2019-06-28,2019,BÜNDNIS 90/DIE GRÜNEN,-9,-0.01744186046511628
ID1910804700,2019-06-28,2019,CDU/CSU,5,0.006377551020408163
ID1910807600,2019-06-28,2019,AfD,-10,-0.02493765586034913
ID1910807700,2019-06-28,2019,SPD,2,0.0028011204481792717
ID1910808300,2019-06-28,2019,CDU/CSU,17,0.035789473684210524
ID1910900300,2019-07-24,2019,AfD,-2,-0.002902757619738752
ID1911002200,2019-09-10,2019,BÜNDNIS 90/DIE GRÜNEN,-9,-0.013888888888888888
ID1911002500,2019-09-10,2019,SPD,17,0.02702702702702703
ID1911003500,2019-09-10,2019,NA,14,0.01876675603217158
ID1911005000,2019-09-10,2019,CDU/CSU,8,0.008928571428571428
ID1911100400,2019-09-11,2019,SPD,26,0.013415892672858616
ID1911102000,2019-09-11,2019,NA,7,0.011627906976744186
ID1911105900,2019-09-11,2019,BÜNDNIS 90/DIE GRÜNEN,-10,-0.018867924528301886
ID1911106100,2019-09-11,2019,AfD,7,0.017412935323383085
ID1911200100,2019-09-12,2019,NA,42,0.026184538653366583
ID1911200800,2019-09-12,2019,AfD,8,0.015655577299412915
ID1911202600,2019-09-12,2019,AfD,6,0.017964071856287425
ID1911203800,2019-09-12,2019,FDP,-9,-0.010332950631458095
ID1911204900,2019-09-12,2019,CDU/CSU,9,0.01764705882352941
ID1911207600,2019-09-12,2019,AfD,9,0.020454545454545454
ID1911300300,2019-09-13,2019,CDU/CSU,27,0.028183716075156576
ID1911303600,2019-09-13,2019,CDU/CSU,23,0.018992568125516102
ID1911304100,2019-09-13,2019,AfD,-12,-0.016304347826086956
ID1911407100,2019-09-25,2019,NA,-1,-0.005714285714285714
ID1911502700,2019-09-26,2019,AfD,-1,-0.0012853470437017994
ID1911507700,2019-09-26,2019,AfD,-1,-0.0017482517482517483
ID1911510100,2019-09-26,2019,CDU/CSU,6,0.016304347826086956
ID1911510700,2019-09-26,2019,FDP,6,0.014457831325301205
ID1911514000,2019-09-26,2019,AfD,2,0.00516795865633075
ID1911514700,2019-09-26,2019,AfD,3,0.005988023952095809
ID1911516900,2019-09-26,2019,BÜNDNIS 90/DIE GRÜNEN,3,0.006437768240343348
ID1911522100,2019-09-26,2019,SPD,12,0.05042016806722689
ID1911522400,2019-09-26,2019,NA,6,0.010830324909747292
ID1911600800,2019-09-27,2019,AfD,5,0.009861932938856016
ID1911601000,2019-09-27,2019,FDP,-8,-0.027491408934707903
ID1911601200,2019-09-27,2019,CDU/CSU,26,0.052
ID1911601400,2019-09-27,2019,AfD,-1,-0.0019157088122605363
ID1911603400,2019-09-27,2019,AfD,4,0.010723860589812333
ID1911605700,2019-09-27,2019,SPD,6,0.012024048096192385
ID1911708300,2019-10-16,2019,DIE LINKE,-16,-0.029574861367837338
ID1911708400,2019-10-16,2019,CDU/CSU,-1,-0.0016666666666666668
ID1911807600,2019-10-17,2019,FDP,-5,-0.010706638115631691
ID1911811400,2019-10-17,2019,DIE LINKE,5,0.010482180293501049
ID1911812000,2019-10-17,2019,CDU/CSU,5,0.010482180293501049
ID1911814000,2019-10-17,2019,SPD,-17,-0.032196969696969696
ID1911815600,2019-10-17,2019,FDP,-2,-0.004219409282700422
ID1911821300,2019-10-17,2019,FDP,-7,-0.017632241813602016
ID1911900400,2019-10-18,2019,FDP,0,0
ID1911905300,2019-10-18,2019,CDU/CSU,3,0.004054054054054054
ID1911908100,2019-10-18,2019,SPD,-6,-0.006134969325153374
ID1912000100,2019-10-23,2019,NA,3,0.008797653958944282
ID1912103000,2019-10-24,2019,DIE LINKE,-1,-0.002702702702702703
ID1912108000,2019-10-24,2019,CDU/CSU,5,0.009727626459143969
ID1912111600,2019-10-24,2019,NA,19,0.04408352668213457
ID1912114500,2019-10-24,2019,SPD,11,0.02208835341365462
ID1912115600,2019-10-24,2019,AfD,3,0.01060070671378092
ID1912115700,2019-10-24,2019,SPD,14,0.018018018018018018
ID1912115900,2019-10-24,2019,BÜNDNIS 90/DIE GRÜNEN,10,0.02403846153846154
ID1912207000,2019-10-25,2019,AfD,6,0.011152416356877323
ID1912207100,2019-10-25,2019,CDU/CSU,6,0.009345794392523364
ID1912208700,2019-10-25,2019,CDU/CSU,-10,-0.014285714285714285
ID1912306400,2019-11-06,2019,AfD,-14,-0.0275049115913556
ID1912306800,2019-11-06,2019,DIE LINKE,-5,-0.008116883116883116
ID1912400500,2019-11-07,2019,DIE LINKE,1,0.00141643059490085
ID1912407900,2019-11-07,2019,AfD,5,0.007587253414264037
ID1912408300,2019-11-07,2019,BÜNDNIS 90/DIE GRÜNEN,4,0.008849557522123894
ID1912409300,2019-11-07,2019,CDU/CSU,19,0.04909560723514212
ID1912416100,2019-11-07,2019,CDU/CSU,5,0.011737089201877934
ID1912419000,2019-11-07,2019,BÜNDNIS 90/DIE GRÜNEN,-8,-0.0182648401826484
ID1912420100,2019-11-07,2019,CDU/CSU,12,0.026143790849673203
ID1912500600,2019-11-08,2019,BÜNDNIS 90/DIE GRÜNEN,0,0
ID1912500800,2019-11-08,2019,AfD,-12,-0.016736401673640166
ID1912502300,2019-11-08,2019,CDU/CSU,13,0.01747311827956989
ID1912504000,2019-11-08,2019,BÜNDNIS 90/DIE GRÜNEN,7,0.013059701492537313
ID1912606500,2019-11-13,2019,CDU/CSU,11,0.028423772609819122
ID1912705400,2019-11-14,2019,NA,38,0.03153526970954357
ID1912707000,2019-11-14,2019,DIE LINKE,-12,-0.026030368763557483
ID1912708400,2019-11-14,2019,SPD,25,0.03302509907529723
ID1912709800,2019-11-14,2019,DIE LINKE,-14,-0.03146067415730337
ID1912714000,2019-11-14,2019,SPD,-5,-0.012195121951219513
ID1912714800,2019-11-14,2019,AfD,-36,-0.056338028169014086
ID1912716100,2019-11-14,2019,AfD,-11,-0.023454157782515993
ID1912802200,2019-11-15,2019,CDU/CSU,3,0.0048543689320388345
ID1912805800,2019-11-15,2019,BÜNDNIS 90/DIE GRÜNEN,7,0.01808785529715762
ID1912809000,2019-11-15,2019,SPD,10,0.01615508885298869
ID1912903100,2019-11-26,2019,CDU/CSU,15,0.026833631484794274
ID1912903900,2019-11-26,2019,CDU/CSU,29,0.03215077605321508
ID1913000300,2019-11-27,2019,FDP,-8,-0.004962779156327543
ID1913003400,2019-11-27,2019,AfD,8,0.011477761836441894
ID1913006300,2019-11-27,2019,FDP,4,0.0071174377224199285
ID1913007600,2019-11-27,2019,CDU/CSU,7,0.014056224899598393
ID1913106500,2019-11-28,2019,AfD,5,0.0074962518740629685
ID1913106600,2019-11-28,2019,CDU/CSU,27,0.02708124373119358
ID1913108500,2019-11-28,2019,BÜNDNIS 90/DIE GRÜNEN,7,0.015250544662309368
ID1913201300,2019-11-29,2019,CDU/CSU,32,0.02618657937806874
ID1913203000,2019-11-29,2019,SPD,15,0.031512605042016806
ID1913306900,2019-12-11,2019,SPD,-6,-0.009077155824508321
ID1913308800,2019-12-11,2019,FDP,18,0.046511627906976744
ID1913310400,2019-12-11,2019,CDU/CSU,-8,-0.0111731843575419
ID1913401700,2019-12-12,2019,CDU/CSU,-14,-0.020028612303290415
ID1913402400,2019-12-12,2019,SPD,8,0.01680672268907563
ID1913404000,2019-12-12,2019,CDU/CSU,2,0.0024330900243309003
ID1913404900,2019-12-12,2019,SPD,5,0.007886435331230283
ID1913500500,2019-12-13,2019,DIE LINKE,14,0.01991465149359886
ID1913500800,2019-12-13,2019,AfD,4,0.008456659619450317
ID1913503100,2019-12-13,2019,BÜNDNIS 90/DIE GRÜNEN,-3,-0.008797653958944282
ID1913503400,2019-12-13,2019,BÜNDNIS 90/DIE GRÜNEN,13,0.023008849557522124
ID1913503600,2019-12-13,2019,AfD,-6,-0.016574585635359115
ID1913504400,2019-12-13,2019,CDU/CSU,18,0.02531645569620253
ID1913506400,2019-12-13,2019,SPD,-2,-0.004024144869215292
ID1913600100,2019-12-18,2019,NA,3,0.009966777408637873
ID1913609600,2019-12-18,2019,CDU/CSU,7,0.007633587786259542
ID1913609700,2019-12-18,2019,FDP,-3,-0.008595988538681949
ID1913700500,2019-12-19,2019,DIE LINKE,1,0.0013966480446927375
ID1913701600,2019-12-19,2019,SPD,5,0.006024096385542169
ID1913704000,2019-12-19,2019,SPD,13,0.012609117361784675
ID1913706600,2019-12-19,2019,AfD,3,0.0048543689320388345
ID1913710200,2019-12-19,2019,BÜNDNIS 90/DIE GRÜNEN,11,0.03125
ID1913712500,2019-12-19,2019,BÜNDNIS 90/DIE GRÜNEN,-11,-0.03133903133903134
ID1913713700,2019-12-19,2019,AfD,3,0.007407407407407408
